measure_id,measure_name,location_id,location_name,sex_id,sex_name,age_id,age_name,cause_id,cause_name,metric_id,metric_name,year,val,upper,lower
1,Deaths,194,Lesotho,3,Both,22,All ages,402,Acute hepatitis B,3,Rate,2016,1.489373194582646,2.2396892820004806,0.9503684295712226
1,Deaths,194,Lesotho,3,Both,22,All ages,418,Liver cancer due to hepatitis B,1,Number,2016,79.16792181618978,202.8178581703114,29.239073405227558
1,Deaths,194,Lesotho,3,Both,22,All ages,418,Liver cancer due to hepatitis B,2,Percent,2016,0.0026044565864877228,0.006591884706369106,0.0010035154344129823
1,Deaths,194,Lesotho,3,Both,22,All ages,418,Liver cancer due to hepatitis B,3,Rate,2016,4.271909345059899,10.944072849031194,1.5777434604218787
1,Deaths,107,Barbados,3,Both,22,All ages,522,Chronic hepatitis B including cirrhosis,1,Number,2021,3.5844228110215592,5.329779576843414,2.2973756775934837
1,Deaths,107,Barbados,3,Both,22,All ages,522,Chronic hepatitis B including cirrhosis,2,Percent,2021,0.001084822160388952,0.001544486239294202,0.0007402162677510183
1,Deaths,107,Barbados,3,Both,22,All ages,522,Chronic hepatitis B including cirrhosis,3,Rate,2021,1.198704205576955,1.7823871597724656,0.7682893541615027
1,Deaths,209,Guinea-Bissau,3,Both,22,All ages,402,Acute hepatitis B,1,Number,2016,25.45717433927588,35.64164993727047,17.464916810691612
1,Deaths,209,Guinea-Bissau,3,Both,22,All ages,402,Acute hepatitis B,2,Percent,2016,0.0015977598348109918,0.0021275463073148993,0.0011445463259991578
1,Deaths,209,Guinea-Bissau,3,Both,22,All ages,402,Acute hepatitis B,3,Rate,2016,1.3893979248957875,1.9452447393701686,0.9531976664752926
1,Deaths,209,Guinea-Bissau,3,Both,22,All ages,522,Chronic hepatitis B including cirrhosis,1,Number,2016,168.68810656498513,242.21701774579427,111.82766792593641
1,Deaths,209,Guinea-Bissau,3,Both,22,All ages,522,Chronic hepatitis B including cirrhosis,2,Percent,2016,0.010592792292138267,0.014443862327740784,0.007159132868971029
1,Deaths,209,Guinea-Bissau,3,Both,22,All ages,522,Chronic hepatitis B including cirrhosis,3,Rate,2016,9.20663472278581,13.219684845825086,6.103314047801376
1,Deaths,195,Namibia,3,Both,22,All ages,402,Acute hepatitis B,1,Number,2016,9.573108407840012,14.891130255271646,5.28434923337472
1,Deaths,195,Namibia,3,Both,22,All ages,402,Acute hepatitis B,2,Percent,2016,0.0005046987012099635,0.0007393732712405981,0.00031267317995227565
1,Deaths,195,Namibia,3,Both,22,All ages,402,Acute hepatitis B,3,Rate,2016,0.4181919281597008,0.6505045392392447,0.23084165569089443
1,Deaths,193,Botswana,3,Both,22,All ages,522,Chronic hepatitis B including cirrhosis,1,Number,2016,86.23411160349653,119.94669912069978,61.97509877623632
1,Deaths,193,Botswana,3,Both,22,All ages,522,Chronic hepatitis B including cirrhosis,2,Percent,2016,0.004715923231490008,0.006292099379190332,0.003483620145017889
1,Deaths,193,Botswana,3,Both,22,All ages,522,Chronic hepatitis B including cirrhosis,3,Rate,2016,3.8887455421568617,5.409021822440148,2.7947802164294377
1,Deaths,193,Botswana,3,Both,22,All ages,402,Acute hepatitis B,1,Number,2016,7.389890813448406,11.019177294969541,4.226646464103059
1,Deaths,193,Botswana,3,Both,22,All ages,402,Acute hepatitis B,2,Percent,2016,0.00040431194532935616,0.0006030474238775469,0.00023053201901773038
1,Deaths,193,Botswana,3,Both,22,All ages,402,Acute hepatitis B,3,Rate,2016,0.33324869269782403,0.49691213589671246,0.19060151823825827
1,Deaths,209,Guinea-Bissau,3,Both,22,All ages,418,Liver cancer due to hepatitis B,1,Number,2016,88.74679117566063,130.52295906177156,50.23059834792453
1,Deaths,209,Guinea-Bissau,3,Both,22,All ages,418,Liver cancer due to hepatitis B,2,Percent,2016,0.005570990569053144,0.007793362708594221,0.003172004544838114
1,Deaths,209,Guinea-Bissau,3,Both,22,All ages,418,Liver cancer due to hepatitis B,3,Rate,2016,4.843609343963423,7.1236629036198655,2.7414782245964395
1,Deaths,209,Guinea-Bissau,3,Both,22,All ages,1026,Total burden related to hepatitis B,1,Number,2016,282.8920720799213,367.2738559101071,212.7801581626116
1,Deaths,209,Guinea-Bissau,3,Both,22,All ages,1026,Total burden related to hepatitis B,2,Percent,2016,0.017761542696002396,0.022267668879122415,0.013823739478831289
1,Deaths,209,Guinea-Bissau,3,Both,22,All ages,1026,Total burden related to hepatitis B,3,Rate,2016,15.439641991645036,20.04501860533246,11.613084243761326
1,Deaths,195,Namibia,3,Both,22,All ages,418,Liver cancer due to hepatitis B,1,Number,2016,16.054246820801378,22.56960536683071,10.763185454342787
1,Deaths,195,Namibia,3,Both,22,All ages,418,Liver cancer due to hepatitis B,2,Percent,2016,0.0008474691340930539,0.001110394580936235,0.0006243285084993458
1,Deaths,195,Namibia,3,Both,22,All ages,418,Liver cancer due to hepatitis B,3,Rate,2016,0.7013141549347095,0.9859312549337426,0.47017928623955035
1,Deaths,169,Central African Republic,3,Both,22,All ages,418,Liver cancer due to hepatitis B,1,Number,2021,49.72841846848632,103.84632467112752,20.975662149887558
1,Deaths,169,Central African Republic,3,Both,22,All ages,418,Liver cancer due to hepatitis B,2,Percent,2021,0.0006752100349421351,0.0014329908044787435,0.0003087919465985678
1,Deaths,169,Central African Republic,3,Both,22,All ages,418,Liver cancer due to hepatitis B,3,Rate,2021,0.9067686882727795,1.893577123585,0.38247895748705263
1,Deaths,172,Equatorial Guinea,3,Both,22,All ages,522,Chronic hepatitis B including cirrhosis,1,Number,2021,52.67431734982178,83.91487193585037,29.200139858858993
1,Deaths,172,Equatorial Guinea,3,Both,22,All ages,522,Chronic hepatitis B including cirrhosis,2,Percent,2021,0.005009309934799987,0.007658015006192294,0.002919717222032898
1,Deaths,172,Equatorial Guinea,3,Both,22,All ages,522,Chronic hepatitis B including cirrhosis,3,Rate,2021,3.4830326147830526,5.548780706104376,1.9308278607425868
1,Deaths,193,Botswana,3,Both,22,All ages,418,Liver cancer due to hepatitis B,1,Number,2016,32.966732937683794,78.85396759054208,14.575021474025897
1,Deaths,193,Botswana,3,Both,22,All ages,418,Liver cancer due to hepatitis B,2,Percent,2016,0.0017986312040366003,0.004243472829156872,0.0008108785817618303
1,Deaths,193,Botswana,3,Both,22,All ages,418,Liver cancer due to hepatitis B,3,Rate,2016,1.4866418099180108,3.555936383493385,0.6572636828980868
1,Deaths,189,United Republic of Tanzania,3,Both,22,All ages,522,Chronic hepatitis B including cirrhosis,1,Number,2021,3386.121730714739,4645.741999152543,2323.564331858736
1,Deaths,189,United Republic of Tanzania,3,Both,22,All ages,522,Chronic hepatitis B including cirrhosis,2,Percent,2021,0.007683180710850991,0.01010051269726338,0.005741963194506243
1,Deaths,189,United Republic of Tanzania,3,Both,22,All ages,522,Chronic hepatitis B including cirrhosis,3,Rate,2021,5.793406603430611,7.948524747822391,3.9754486147327124
1,Deaths,189,United Republic of Tanzania,3,Both,22,All ages,1026,Total burden related to hepatitis B,1,Number,2021,4061.321284858254,5474.784589015848,2905.5708914875877
1,Deaths,189,United Republic of Tanzania,3,Both,22,All ages,1026,Total burden related to hepatitis B,2,Percent,2021,0.009214413160904286,0.011740583497285894,0.007071586190524401
1,Deaths,189,United Republic of Tanzania,3,Both,22,All ages,1026,Total burden related to hepatitis B,3,Rate,2021,6.948623653109078,9.366955978770925,4.971219267396758
1,Deaths,190,Uganda,3,Both,22,All ages,418,Liver cancer due to hepatitis B,1,Number,2021,345.1057474323973,520.6425638057111,212.33985944340952
1,Deaths,190,Uganda,3,Both,22,All ages,418,Liver cancer due to hepatitis B,2,Percent,2021,0.001045452101329016,0.0015278813187181897,0.0006904209344865856
1,Deaths,190,Uganda,3,Both,22,All ages,418,Liver cancer due to hepatitis B,3,Rate,2021,0.7967339840147978,1.2019899036594865,0.490221862250005
1,Deaths,218,Togo,3,Both,22,All ages,402,Acute hepatitis B,1,Number,2016,11.198719650916766,21.89822102808091,5.448827288660687
1,Deaths,218,Togo,3,Both,22,All ages,402,Acute hepatitis B,2,Percent,2016,0.00019178736612549533,0.0003522042758651184,0.00010010199001678899
1,Deaths,218,Togo,3,Both,22,All ages,402,Acute hepatitis B,3,Rate,2016,0.14991585152530726,0.2931487308056143,0.0729427656247317
1,Deaths,205,Côte d'Ivoire,3,Both,22,All ages,418,Liver cancer due to hepatitis B,1,Number,2021,232.25628615699608,377.52216640056804,132.8223678249259
1,Deaths,205,Côte d'Ivoire,3,Both,22,All ages,418,Liver cancer due to hepatitis B,2,Percent,2021,0.0011106924755380436,0.0017529253371829647,0.0006733444155902558
1,Deaths,205,Côte d'Ivoire,3,Both,22,All ages,418,Liver cancer due to hepatitis B,3,Rate,2021,0.833598893426845,1.354977578272704,0.4767172534841483
1,Deaths,196,South Africa,3,Both,22,All ages,522,Chronic hepatitis B including cirrhosis,1,Number,2016,1996.3830416258052,2282.8446293170045,1742.2870699110608
1,Deaths,196,South Africa,3,Both,22,All ages,522,Chronic hepatitis B including cirrhosis,2,Percent,2016,0.003671604196103443,0.004211403792885609,0.0032089198540672745
1,Deaths,196,South Africa,3,Both,22,All ages,522,Chronic hepatitis B including cirrhosis,3,Rate,2016,3.676089686753744,4.203572873199339,3.2082037342135212
1,Deaths,194,Lesotho,3,Both,22,All ages,1026,Total burden related to hepatitis B,1,Number,2016,257.84057147899773,383.1728931257627,160.95482119924924
1,Deaths,194,Lesotho,3,Both,22,All ages,1026,Total burden related to hepatitis B,2,Percent,2016,0.008489340476479453,0.012673426558301039,0.005647932378718258
1,Deaths,194,Lesotho,3,Both,22,All ages,1026,Total burden related to hepatitis B,3,Rate,2016,13.91310421655487,20.676049406956185,8.68513899366887
1,Deaths,194,Lesotho,3,Both,22,All ages,522,Chronic hepatitis B including cirrhosis,1,Number,2016,151.0712725970234,210.1931850234493,94.73342123980167
1,Deaths,194,Lesotho,3,Both,22,All ages,522,Chronic hepatitis B including cirrhosis,2,Percent,2016,0.004975831786812247,0.006606687619987433,0.003399644107077738
1,Deaths,194,Lesotho,3,Both,22,All ages,522,Chronic hepatitis B including cirrhosis,3,Rate,2016,8.151821676912318,11.34204625775528,5.111825322678175
1,Deaths,196,South Africa,3,Both,22,All ages,402,Acute hepatitis B,1,Number,2016,143.38950624772414,169.19146997358374,122.71439633186051
1,Deaths,196,South Africa,3,Both,22,All ages,402,Acute hepatitis B,2,Percent,2016,0.0002636953796429985,0.0003071697474064162,0.0002243731992236119
1,Deaths,196,South Africa,3,Both,22,All ages,402,Acute hepatitis B,3,Rate,2016,0.2640338422614045,0.3115449314526766,0.22596321315392068
1,Deaths,196,South Africa,3,Both,22,All ages,418,Liver cancer due to hepatitis B,1,Number,2016,916.7302417082933,1077.8903418479508,780.6905416810881
1,Deaths,196,South Africa,3,Both,22,All ages,418,Liver cancer due to hepatitis B,2,Percent,2016,0.001685929188549306,0.001987773011184044,0.0014373802754923052
1,Deaths,196,South Africa,3,Both,22,All ages,418,Liver cancer due to hepatitis B,3,Rate,2016,1.688044086136245,1.984800254510189,1.437543992801541
1,Deaths,171,Democratic Republic of the Congo,3,Both,22,All ages,522,Chronic hepatitis B including cirrhosis,1,Number,2021,5819.318946411169,8344.07883656563,3711.7973308851247
1,Deaths,171,Democratic Republic of the Congo,3,Both,22,All ages,522,Chronic hepatitis B including cirrhosis,2,Percent,2021,0.008314648149977608,0.011292267692267096,0.005615200263495091
1,Deaths,171,Democratic Republic of the Congo,3,Both,22,All ages,522,Chronic hepatitis B including cirrhosis,3,Rate,2021,6.464633990101268,9.269369175273177,4.12340540372089
1,Deaths,206,Gambia,3,Both,22,All ages,402,Acute hepatitis B,1,Number,2021,1.6711215242857693,3.600753664978374,0.6826675416938975
1,Deaths,206,Gambia,3,Both,22,All ages,402,Acute hepatitis B,2,Percent,2021,9.453309689267324e-05,0.0002051998828491317,3.978653459600549e-05
1,Deaths,206,Gambia,3,Both,22,All ages,402,Acute hepatitis B,3,Rate,2021,0.06980006916178759,0.1503977126723141,0.028513929676722408
1,Deaths,196,South Africa,3,Both,22,All ages,1026,Total burden related to hepatitis B,1,Number,2016,3056.502789581821,3407.1847576961204,2760.928225769132
1,Deaths,196,South Africa,3,Both,22,All ages,1026,Total burden related to hepatitis B,2,Percent,2016,0.0056212287642957446,0.006243421735734484,0.005075810778625872
1,Deaths,196,South Africa,3,Both,22,All ages,1026,Total burden related to hepatitis B,3,Rate,2016,5.628167615151389,6.273904600206946,5.083904022923272
1,Deaths,107,Barbados,3,Both,22,All ages,1026,Total burden related to hepatitis B,1,Number,2021,6.281904969901781,8.867130993060998,4.402789387771664
1,Deaths,107,Barbados,3,Both,22,All ages,1026,Total burden related to hepatitis B,2,Percent,2021,0.001901107779027435,0.0024610230820939984,0.0014538159961521965
1,Deaths,107,Barbados,3,Both,22,All ages,1026,Total burden related to hepatitis B,3,Rate,2021,2.100797339895835,2.965349729418412,1.4723827052889853
1,Deaths,171,Democratic Republic of the Congo,3,Both,22,All ages,418,Liver cancer due to hepatitis B,1,Number,2021,309.46022770753274,746.5969983312273,132.86432369024166
1,Deaths,171,Democratic Republic of the Congo,3,Both,22,All ages,418,Liver cancer due to hepatitis B,2,Percent,2021,0.00044162887530315803,0.001004306181323575,0.00019502599443614761
1,Deaths,171,Democratic Republic of the Congo,3,Both,22,All ages,418,Liver cancer due to hepatitis B,3,Rate,2021,0.34377684485851284,0.8293885206783815,0.1475978943428523
1,Deaths,205,Côte d'Ivoire,3,Both,22,All ages,1026,Total burden related to hepatitis B,1,Number,2021,1967.4359014054623,2646.577451808615,1392.628309008572
1,Deaths,205,Côte d'Ivoire,3,Both,22,All ages,1026,Total burden related to hepatitis B,2,Percent,2021,0.00940796787029016,0.011702590886840081,0.007162511172239804
1,Deaths,205,Côte d'Ivoire,3,Both,22,All ages,1026,Total burden related to hepatitis B,3,Rate,2021,7.061390748284123,9.498920660880657,4.9983293737837755
1,Deaths,206,Gambia,3,Both,22,All ages,418,Liver cancer due to hepatitis B,1,Number,2021,192.46948797196393,289.2225774267895,120.4885406316628
1,Deaths,206,Gambia,3,Both,22,All ages,418,Liver cancer due to hepatitis B,2,Percent,2021,0.010884027986525298,0.016418824591851608,0.007108320936436062
1,Deaths,206,Gambia,3,Both,22,All ages,418,Liver cancer due to hepatitis B,3,Rate,2021,8.039142202850126,12.08036376419037,5.032613336057273
1,Deaths,197,Eswatini,3,Both,22,All ages,522,Chronic hepatitis B including cirrhosis,1,Number,2016,70.11503481342004,102.19598627416889,41.858717158116065
1,Deaths,197,Eswatini,3,Both,22,All ages,522,Chronic hepatitis B including cirrhosis,2,Percent,2016,0.005132600505263549,0.007137765608936735,0.0033900164839491967
1,Deaths,197,Eswatini,3,Both,22,All ages,522,Chronic hepatitis B including cirrhosis,3,Rate,2016,6.278736306380857,9.151555741126284,3.7484092799578366
1,Deaths,197,Eswatini,3,Both,22,All ages,402,Acute hepatitis B,1,Number,2016,8.245464682414488,12.590101904053514,5.061859888942381
1,Deaths,197,Eswatini,3,Both,22,All ages,402,Acute hepatitis B,2,Percent,2016,0.0006028911369543109,0.0008712800634850534,0.0003981357060233101
1,Deaths,197,Eswatini,3,Both,22,All ages,402,Acute hepatitis B,3,Rate,2016,0.7383737111765356,1.1274319428974355,0.4532848560524765
1,Deaths,171,Democratic Republic of the Congo,3,Both,22,All ages,1026,Total burden related to hepatitis B,1,Number,2021,6225.599147410807,8784.821819299932,4155.532789898627
1,Deaths,171,Democratic Republic of the Congo,3,Both,22,All ages,1026,Total burden related to hepatitis B,2,Percent,2021,0.00889448160362362,0.01199300209823698,0.00620981978201964
1,Deaths,171,Democratic Republic of the Congo,3,Both,22,All ages,1026,Total burden related to hepatitis B,3,Rate,2021,6.9159673542069156,9.758986962736081,4.616347508693664
1,Deaths,189,United Republic of Tanzania,3,Both,22,All ages,402,Acute hepatitis B,1,Number,2021,313.6396770001408,460.09651715704064,173.36192277595796
1,Deaths,189,United Republic of Tanzania,3,Both,22,All ages,402,Acute hepatitis B,2,Percent,2021,0.0007120168280454367,0.000970736855778719,0.00039422213400524056
1,Deaths,189,United Republic of Tanzania,3,Both,22,All ages,402,Acute hepatitis B,3,Rate,2021,0.5366145461778535,0.7871914871029724,0.29660956931446897
1,Deaths,189,United Republic of Tanzania,3,Both,22,All ages,418,Liver cancer due to hepatitis B,1,Number,2021,361.55987714337306,582.4407001457754,223.07020744379415
1,Deaths,189,United Republic of Tanzania,3,Both,22,All ages,418,Liver cancer due to hepatitis B,2,Percent,2021,0.000819215622007876,0.0012674841377443764,0.0005474688290209574
1,Deaths,189,United Republic of Tanzania,3,Both,22,All ages,418,Liver cancer due to hepatitis B,3,Rate,2021,0.6186025035006166,0.9965134353333004,0.3816568084694134
1,Deaths,172,Equatorial Guinea,3,Both,22,All ages,402,Acute hepatitis B,1,Number,2021,0.3184422454724077,0.6662012029286626,0.13481365512618318
1,Deaths,172,Equatorial Guinea,3,Both,22,All ages,402,Acute hepatitis B,2,Percent,2021,3.0257368397544304e-05,5.7518626609716995e-05,1.4005630029472988e-05
1,Deaths,172,Equatorial Guinea,3,Both,22,All ages,402,Acute hepatitis B,3,Rate,2021,0.021056651186176195,0.044051838439555714,0.008914408033124693
1,Deaths,172,Equatorial Guinea,3,Both,22,All ages,418,Liver cancer due to hepatitis B,1,Number,2021,7.865508609261895,14.337156661623679,4.291095787422318
1,Deaths,172,Equatorial Guinea,3,Both,22,All ages,418,Liver cancer due to hepatitis B,2,Percent,2021,0.0007469761010425407,0.001312307850281525,0.00045569565611343994
1,Deaths,172,Equatorial Guinea,3,Both,22,All ages,418,Liver cancer due to hepatitis B,3,Rate,2021,0.520098302099947,0.9480290731448533,0.2837440964159106
1,Deaths,107,Barbados,3,Both,22,All ages,402,Acute hepatitis B,1,Number,2021,0.269588001082381,0.34941650191985046,0.20439396216961103
1,Deaths,107,Barbados,3,Both,22,All ages,402,Acute hepatitis B,2,Percent,2021,8.162935584488414e-05,9.604180450689872e-05,6.95093236408659e-05
1,Deaths,107,Barbados,3,Both,22,All ages,402,Acute hepatitis B,3,Rate,2021,0.0901557343282376,0.11685201563315045,0.06835351602324567
1,Deaths,198,Zimbabwe,3,Both,22,All ages,1026,Total burden related to hepatitis B,1,Number,2016,1207.0509058852786,1641.9634885746395,812.1990654782045
1,Deaths,198,Zimbabwe,3,Both,22,All ages,1026,Total burden related to hepatitis B,2,Percent,2016,0.008629993150373936,0.011191227803794683,0.006030991702275241
1,Deaths,198,Zimbabwe,3,Both,22,All ages,1026,Total burden related to hepatitis B,3,Rate,2016,8.373411925616859,11.390436467610817,5.634292064809104
1,Deaths,173,Gabon,3,Both,22,All ages,522,Chronic hepatitis B including cirrhosis,1,Number,2021,138.81026629739833,199.78067551467015,88.22101409993324
1,Deaths,173,Gabon,3,Both,22,All ages,522,Chronic hepatitis B including cirrhosis,2,Percent,2021,0.008922007736988882,0.01228435698231675,0.006016445594461143
1,Deaths,173,Gabon,3,Both,22,All ages,522,Chronic hepatitis B including cirrhosis,3,Rate,2021,7.643381857298861,11.000627197099199,4.857759563397479
1,Deaths,198,Zimbabwe,3,Both,22,All ages,522,Chronic hepatitis B including cirrhosis,1,Number,2016,749.8086590566718,1103.4022597658748,412.67694123091576
1,Deaths,198,Zimbabwe,3,Both,22,All ages,522,Chronic hepatitis B including cirrhosis,2,Percent,2016,0.005363749708956,0.0076562202184253135,0.00300822309154807
1,Deaths,198,Zimbabwe,3,Both,22,All ages,522,Chronic hepatitis B including cirrhosis,3,Rate,2016,5.201484657410668,7.654392698458643,2.8627740588916466
1,Deaths,206,Gambia,3,Both,22,All ages,1026,Total burden related to hepatitis B,1,Number,2021,321.6333178782792,450.2140086857624,213.00970415425417
1,Deaths,206,Gambia,3,Both,22,All ages,1026,Total burden related to hepatitis B,2,Percent,2021,0.018189883280581437,0.02431048814496921,0.012639709367471845
1,Deaths,206,Gambia,3,Both,22,All ages,1026,Total burden related to hepatitis B,3,Rate,2021,13.434108475285285,18.804717961671145,8.8970741301734
1,Deaths,190,Uganda,3,Both,22,All ages,522,Chronic hepatitis B including cirrhosis,1,Number,2021,2040.2512981181592,2870.7200843613305,1321.0796578327256
1,Deaths,190,Uganda,3,Both,22,All ages,522,Chronic hepatitis B including cirrhosis,2,Percent,2021,0.006181400094755993,0.008317104230904327,0.00431344334084975
1,Deaths,190,Uganda,3,Both,22,All ages,522,Chronic hepatitis B including cirrhosis,3,Rate,2021,4.710259267587158,6.627534507383238,3.0499319898813217
1,Deaths,195,Namibia,3,Both,22,All ages,522,Chronic hepatitis B including cirrhosis,1,Number,2016,121.8297648721457,181.13896511727458,79.38823560392363
1,Deaths,195,Namibia,3,Both,22,All ages,522,Chronic hepatitis B including cirrhosis,2,Percent,2016,0.006432437382426011,0.009085193472744038,0.0045072185356354036
1,Deaths,195,Namibia,3,Both,22,All ages,522,Chronic hepatitis B including cirrhosis,3,Rate,2016,5.322014763501572,7.912879480734676,3.4679978441706867
1,Deaths,195,Namibia,3,Both,22,All ages,1026,Total burden related to hepatitis B,1,Number,2016,147.45712010078694,212.62516026660964,100.24979115932366
1,Deaths,195,Namibia,3,Both,22,All ages,1026,Total burden related to hepatitis B,2,Percent,2016,0.007784605217729032,0.010626693712678006,0.005741984160384924
1,Deaths,195,Namibia,3,Both,22,All ages,1026,Total burden related to hepatitis B,3,Rate,2016,6.441520846595982,9.288323286335954,4.379314604668115
1,Deaths,107,Barbados,3,Both,22,All ages,418,Liver cancer due to hepatitis B,1,Number,2021,2.4278941577978435,3.6591464271275935,1.5588394815367588
1,Deaths,107,Barbados,3,Both,22,All ages,418,Liver cancer due to hepatitis B,2,Percent,2021,0.0007346562627935988,0.0010493612348890975,0.0005019358610319157
1,Deaths,107,Barbados,3,Both,22,All ages,418,Liver cancer due to hepatitis B,3,Rate,2021,0.8119373999906421,1.2236933091522353,0.5213077644165989
1,Deaths,184,Mozambique,3,Both,22,All ages,402,Acute hepatitis B,1,Number,2016,313.02157380596657,457.4352696557506,196.85438099879684
1,Deaths,184,Mozambique,3,Both,22,All ages,402,Acute hepatitis B,2,Percent,2016,0.0011645449733021463,0.001676921728455935,0.0007754258131336993
1,Deaths,184,Mozambique,3,Both,22,All ages,402,Acute hepatitis B,3,Rate,2016,1.1531589373972024,1.6851732072985104,0.7252036530723928
1,Deaths,172,Equatorial Guinea,3,Both,22,All ages,1026,Total burden related to hepatitis B,1,Number,2021,60.85826820455609,94.43714133055865,35.954115558289836
1,Deaths,172,Equatorial Guinea,3,Both,22,All ages,1026,Total burden related to hepatitis B,2,Percent,2021,0.005786543404240078,0.008472987792839136,0.0036571358682540244
1,Deaths,172,Equatorial Guinea,3,Both,22,All ages,1026,Total burden related to hepatitis B,3,Rate,2021,4.024187568069179,6.244554459372133,2.37742724397407
1,Deaths,169,Central African Republic,3,Both,22,All ages,418,Liver cancer due to hepatitis B,1,Number,2016,51.08217729868641,102.6426168039139,20.723842912826004
1,Deaths,169,Central African Republic,3,Both,22,All ages,418,Liver cancer due to hepatitis B,2,Percent,2016,0.0007375419063083628,0.0015435642808472902,0.0003231229907600912
1,Deaths,169,Central African Republic,3,Both,22,All ages,418,Liver cancer due to hepatitis B,3,Rate,2016,1.0172532130212069,2.0440305652235966,0.4126957170590522
1,Deaths,205,Côte d'Ivoire,3,Both,22,All ages,402,Acute hepatitis B,1,Number,2021,67.62106148687957,101.84906561943455,41.49623928381237
1,Deaths,205,Côte d'Ivoire,3,Both,22,All ages,402,Acute hepatitis B,2,Percent,2021,0.000323367555741621,0.0004610931117355995,0.00021119315818678993
